Asset_Name,Reason_Comments,Total_Count_Reason_Comment,Reason_ActionTaken,Total_Count_ActionTaken,Location
dje01,tbc ups module alarm.,4,checked & tighting ups module connections nacelle cabinet,1,bhatkheda
dje01,tbc ups module alarm.,4,checked & tighting ups module connections tbc cabinet,2,bhatkheda
dje01,tbc ups module alarm.,4,reboot & restored wtg,1,bhatkheda
dje01,torquing tensioning,5,wtg stopped blade tensioning & tower torquing work done,2,bhatkheda
dje01,torquing tensioning,5,wtg stopped tower torquing & blade tensioning work,3,bhatkheda
dje01,tower-vibration (acceleration peak-to-peak value) drivetrain direction error limit,2,auto reset,1,bhatkheda
dje01,tower-vibration (acceleration peak-to-peak value) drivetrain direction error limit,2,wtg reset restored,1,bhatkheda
dje01,tower-vibration sensors drivetrain direction defective,4,replaced acceleration sensor usable one & cleaned yaw rim surface,1,bhatkheda
dje01,tower-vibration sensors drivetrain direction defective,4,wtg reset & restored wtg,3,bhatkheda
dje01,turbine offline,1,inox scada issue,1,bhatkheda
dje01,voltage difference,3,auto reset grid voltage ok.,1,bhatkheda
dje01,voltage difference,3,auto reset grid voltage ok. (due jerk feeder),1,bhatkheda
dje01,voltage difference,3,internal isolator open dje16 closed properly & restored wtg,1,bhatkheda
dje01,wind direction difference error.,7,auto reset,2,bhatkheda
dje01,wind direction difference error.,7,checked anemometer connection,1,bhatkheda
dje01,wind direction difference error.,7,reset,2,bhatkheda
dje01,wind direction difference error.,7,trail,2,bhatkheda
dje01,wind speed difference error.,7,attend,1,bhatkheda
dje01,wind speed difference error.,7,auto reset,4,bhatkheda
dje01,wind speed difference error.,7,checked & tighting anemometer connections,1,bhatkheda
dje01,wind speed difference error.,7,wtg reset restored,1,bhatkheda
dje01,wtg offline,2,inox scada issue,2,bhatkheda
dje01,wtg stopped customer 220kv line work mpptcl,2,shutdown taken mpptcl feeder termination & jumpering work 220kv nagda neemuch-ii lilo line,2,bhatkheda
dje01,wtg stopped feeder mainenanace work,1,wtg stopped internal isolator open line maintenance work,1,bhatkheda
dje02,acb & vcb maintenance,1,wtg stopped acb & vcb relay testing & servicing work,1,bhatkheda
dje02,active power 10m filter limit.,8,auto reset,6,bhatkheda
dje02,active power 10m filter limit.,8,auto reset wtg,1,bhatkheda
dje02,active power 10m filter limit.,8,wtg reset restored,1,bhatkheda
dje02,alarm stator breaker control sequence state machine detected error.,4,auto reset,1,bhatkheda
dje02,alarm stator breaker control sequence state machine detected error.,4,reboot & reset,1,bhatkheda
dje02,alarm stator breaker control sequence state machine detected error.,4,reboot & restored wtg,2,bhatkheda
dje02,anemometer 1 measurement error.,3,auto reset,2,bhatkheda
dje02,anemometer 1 measurement error.,3,reboot & restored wtg,1,bhatkheda
dje02,anemometer 2 measurement error.,5,auto reset,5,bhatkheda
dje02,blade 1: blade angle greater allowed maximum.,13,attend,1,bhatkheda
dje02,blade 1: blade angle greater allowed maximum.,13,auto reset,2,bhatkheda
dje02,blade 1: blade angle greater allowed maximum.,13,checked blade 1 resolver cable & readjust proximity sensor also checked proximity sensor cable connection,1,bhatkheda
dje02,blade 1: blade angle greater allowed maximum.,13,reboot & restored wtg,1,bhatkheda
dje02,blade 1: blade angle greater allowed maximum.,13,replaced blade 01 pitch motor supply cable restored wtg,6,bhatkheda
dje02,blade 1: blade angle greater allowed maximum.,13,set blade referencing plate & check connection proximity sensor,2,bhatkheda
dje02,blade 1: blade state plausibility.,1,reset restore wtg,1,bhatkheda
dje02,blade 1: communication failure (slave master operational state guarding error).,1,auto reset,1,bhatkheda
dje02,blade 1: ips active feathering position.,90,auto reset,32,bhatkheda
dje02,blade 1: ips active feathering position.,90,auto reseted,1,bhatkheda
dje02,blade 1: ips active feathering position.,90,checked & repalaced proximity sensor & set referencing plate restored wtg,3,bhatkheda
dje02,blade 1: ips active feathering position.,90,checked & tighting connection proximity sensor & set referencing plate,2,bhatkheda
dje02,blade 1: ips active feathering position.,90,checked blade proximity sensor & tighting connection also set referencing plate also checked communication cable restored wtg,1,bhatkheda
dje02,blade 1: ips active feathering position.,90,checked connection proximity sensor & set referencing plate restored wtg,1,bhatkheda
dje02,blade 1: ips active feathering position.,90,reboot & restored wtg,3,bhatkheda
dje02,blade 1: ips active feathering position.,90,reboot restored wtg,1,bhatkheda
dje02,blade 1: ips active feathering position.,90,reset restored wtg,2,bhatkheda
dje02,blade 1: ips active feathering position.,90,unable attend machine facing pandemic condition due covid-19 across globe per government advisory free movement people restricted india,1,bhatkheda
dje02,blade 1: ips active feathering position.,90,wtg reset & restored wtg,5,bhatkheda
dje02,blade 1: ips active feathering position.,90,wtg reset restored,26,bhatkheda
dje02,blade 1: ips active feathering position.,90,wtg reset restored.,12,bhatkheda
dje02,blade 1: ips active wrong area.,51,auto reset,20,bhatkheda
dje02,blade 1: ips active wrong area.,51,blade no.1 sensor & sensor plate loosed fix sensor & plate restored wtg,1,bhatkheda
dje02,blade 1: ips active wrong area.,51,checked & tighting connection proximity sensor & set referencing plate restored wtg,4,bhatkheda
dje02,blade 1: ips active wrong area.,51,reboot & restored wtg,2,bhatkheda
dje02,blade 1: ips active wrong area.,51,wtg reset & restored wtg,2,bhatkheda
dje02,blade 1: ips active wrong area.,51,wtg reset restored,18,bhatkheda
dje02,blade 1: ips active wrong area.,51,wtg restoration work progress,4,bhatkheda
dje02,blade 1: pitch converter error.,1,wtg reset restored.,1,bhatkheda
dje02,blade 1: safety run active.,5,wtg reset & restored wtg,1,bhatkheda
dje02,blade 1: safety run active.,5,wtg reset restored.,4,bhatkheda
dje02,blade 2: big deviations model (inside hysteresis).,1,auto reset,1,bhatkheda
dje02,blade 2: fan (no feedback fuse blown).,2,attend warning error,2,bhatkheda
dje02,blade 2: ips active wrong area.,1,auto reset,1,bhatkheda
dje02,blade 2: minimum dc-link voltage reached report immediately error.,1,wtg reset restored,1,bhatkheda
dje02,blade 2: timeout charging batteries.,5,auto reset,3,bhatkheda
dje02,blade 2: timeout charging batteries.,5,checked complete capacitor charging circuit,2,bhatkheda
dje02,blade 3: communication failure (slave master operational state guarding error).,19,attend,2,bhatkheda
dje02,blade 3: communication failure (slave master operational state guarding error).,19,checked & tighting communication cable hub cabinet ovp panel also checked & tighting communication cable nc cabinet,1,bhatkheda
dje02,blade 3: communication failure (slave master operational state guarding error).,19,reboot & restored wtg,5,bhatkheda
dje02,blade 3: communication failure (slave master operational state guarding error).,19,replaced communication cable blade 3 ovp panel also checked communication cable nc cabinet,6,bhatkheda
dje02,blade 3: communication failure (slave master operational state guarding error).,19,reset & restored wtg,4,bhatkheda
dje02,blade 3: communication failure (slave master operational state guarding error).,19,wtg reset restored,1,bhatkheda
dje02,blade 3: rms pitch motor torque overload plausible (greater maximum allowed).,3,attended restored,1,bhatkheda
dje02,blade 3: rms pitch motor torque overload plausible (greater maximum allowed).,3,auto reset,1,bhatkheda
dje02,blade 3: rms pitch motor torque overload plausible (greater maximum allowed).,3,replaced blade 3 proximity sensor,1,bhatkheda
dje02,blade bearing lubrication maintenance state.,4,reboot & restored wtg,1,bhatkheda
dje02,blade bearing lubrication maintenance state.,4,reboot & restored wtg (delay due scada park hang),1,bhatkheda
dje02,blade bearing lubrication maintenance state.,4,reboot restored wtg,2,bhatkheda
dje02,blade teeth lubrication maintenance state.,32,reboot & restored,1,bhatkheda
dje02,blade teeth lubrication maintenance state.,32,reboot & restored wtg,23,bhatkheda
dje02,blade teeth lubrication maintenance state.,32,reboot restored wtg,8,bhatkheda
dje02,cc101 24vdc buffer module closing/opening breakers charged.,2,auto reset,1,bhatkheda
dje02,cc101 24vdc buffer module closing/opening breakers charged.,2,wtg reset restored,1,bhatkheda
dje02,communication error yaw converter.,15,auto reset,6,bhatkheda
dje02,communication error yaw converter.,15,wtg reset & restored wtg,6,bhatkheda
dje02,communication error yaw converter.,15,wtg reset restored,3,bhatkheda
dje02,converter cooling water pressure low alarm.,1,05 ltr. converter cooling unit oil top work done restored wtg,1,bhatkheda
dje02,converter cooling water pump feedback alarm.,13,attend,1,bhatkheda
dje02,converter cooling water pump feedback alarm.,13,auto reset,6,bhatkheda
dje02,converter cooling water pump feedback alarm.,13,coolant top 03 ltr.,1,bhatkheda
dje02,converter cooling water pump feedback alarm.,13,reset restore wtg,2,bhatkheda
dje02,converter cooling water pump feedback alarm.,13,wtg reset & restored wtg,1,bhatkheda
dje02,converter cooling water pump feedback alarm.,13,wtg reset restored,2,bhatkheda
dje02,converter module communiciation main control code error.,1,waiting module,1,bhatkheda
dje02,convertor system warning active.,5,attended restored,1,bhatkheda
dje02,convertor system warning active.,5,wtg stopped attending warning,1,bhatkheda
dje02,convertor system warning active.,5,"wtg stopped attending warning ""converter system active warning""",3,bhatkheda
dje02,customer request,2,feeder shutdown taken lws maintenance customer.,1,bhatkheda
dje02,customer request,2,wtg stopped customer visual blade inspection work,1,bhatkheda
dje02,customer request uss abc inspection,1,wtg stopped customer inspection work,1,bhatkheda
dje02,detected grid state converter faulted ok.,13,auto reset grid voltage ok.,1,bhatkheda
dje02,detected grid state converter faulted ok.,13,checked found plc fuse faulty tbc panel replaced,1,bhatkheda
dje02,detected grid state converter faulted ok.,13,feeder charged,1,bhatkheda
dje02,detected grid state converter faulted ok.,13,found vcb tripped common fault checked related circuit found ok,3,bhatkheda
dje02,detected grid state converter faulted ok.,13,found vcb tripped common fault checked related circuit found ok also convertor cooling unit pressure gauge replaced & coolant top done,1,bhatkheda
dje02,detected grid state converter faulted ok.,13,found vcb tripped current checked related circuit found ok,1,bhatkheda
dje02,detected grid state converter faulted ok.,13,ht yard uss acb fitting work done & wtg restored,1,bhatkheda
dje02,detected grid state converter faulted ok.,13,wtg auto reset grid normalization,1,bhatkheda
dje02,detected grid state converter faulted ok.,13,wtg auto reseted grid normalization,1,bhatkheda
dje02,detected grid state converter faulted ok.,13,wtg rebooted grid normalization,1,bhatkheda
dje02,detected grid state converter faulted ok.,13,wtg restoration work progress,1,bhatkheda
dje02,earth fault,1,feeder charged,1,bhatkheda
dje02,emergency button hub pressed,10,attend,3,bhatkheda
dje02,emergency button hub pressed,10,checked found ovp panel beam structure crack repaired also wtg visual maintenance work done,1,bhatkheda
dje02,emergency button hub pressed,10,repaired ovp panel beam also checked power cable,6,bhatkheda
dje02,emergency button tb100 pressed,5,reset restored wtg,4,bhatkheda
dje02,emergency button tb100 pressed,5,wtg reset & restored wtg,1,bhatkheda
dje02,encoder rate alarms exceeded treshold.,9,auto reset,5,bhatkheda
dje02,encoder rate alarms exceeded treshold.,9,reset & restored wtg,2,bhatkheda
dje02,encoder rate alarms exceeded treshold.,9,wtg reset & restored wtg,1,bhatkheda
dje02,encoder rate alarms exceeded treshold.,9,wtg reset restored,1,bhatkheda
dje02,external shutdown,2,220 kv bus add new 160 mva transformer eb,1,bhatkheda
dje02,external shutdown,2,shutdown taken mpptcl 220kv substation,1,bhatkheda
dje02,external shutdown uss acb theft,1,mpptcl team take 220kv line shutdown main bus work daloda substation grid restored found uss acb theft,1,bhatkheda
dje02,feeder 3 tripped earthfault,2,feeder restored,2,bhatkheda
dje02,feeder shutdown guarding removing work,1,wtg stopped customer guarding removing work near dje11,1,bhatkheda
dje02,feeder shutdown ofc cable stringing & tree cutting work.,1,feeder charged (ofc cable fixing work done),1,bhatkheda
dje02,feeder shutdownfor lws maintenance,2,feeder manitenance completed,2,bhatkheda
